流水号,标题,英文标题,摘要,关键词,特征词,作者,作者单位,学科分类号,出处,ISSN,国内代码,人名主题,内部代码,语种,基金,国省市名,参文数,更新日期,著者文摘,期刊名,出版年,卷,期,页码
"2005150451
","鼓膜置管术后患儿行咽鼓管节段冲洗的疗效观察
","Effectiveness of Stepwise Eustachian Tube Douche After Grommet Insertion
","目的:延长鼓膜置管术后患儿的脱管时间,提高疗效。方法:将142例行鼓膜置管术后患儿随机分为治疗组与对照组。治疗组(72例)鼓膜置管术后行咽鼓管节段冲洗,对照组(70例)行常规治疗。随访12个月比较两组疗效。结果:治疗组脱管率显著低于对照组,咽鼓管功能恢复率显著优于对照组(均P<0.01)。结论:鼓膜置管后进行咽鼓管节段冲洗可有效防止或减缓通气管阻塞,延长带管时间.减少复发,促进咽鼓管功能恢复,对改善听力起到了积极作用。
","儿童;鼓膜置管术;护理;咽鼓管节段冲洗
","儿童;人类
","黄芳;韩秋梅;肖敏
","武汉市儿童医院五官科 430016
","R322.921;R459.9;R725.404.6
","护理学杂志;2005.03.25;20(6):47-49
","1001-4152
","42-1154/R
","
","HA8
","
","
","湖北
","4
","20050730
","AA
","护理学杂志
","2005.03.25
","20
","6
","47-49
"
"2005094174
","顺铂对耳蜗螺旋神经节细胞毒性作用及机制
","TEM observation and iNOS expression in cochlea spiral ganglion cell injured by cisplatin
","目的:通过透射电镜及免疫组化法观察顺铂对耳蜗螺旋神经节细胞的毒性作用。方法:16只豚鼠随机均分为2组。顺铂组连续5天腹腔注射顺铂2mg/kg/d;对照组连续5天腹腔注射生理盐水2mg/kg/d;用药前后测试听力,处死动物后制作耳蜗标本,透射电镜观察及免疫组化法测定诱导型一氧化氮合酶(inducible nitric oxidesynthase,iNOS)的表达。结果:ABR:顺铂组听力下降明显,阈值显著升高(P<0.01)。透射电镜观察:顺铂组螺旋神经节细胞的细胞器损伤严重,核变形,线粒体肿胀,大量空泡样变,粗面内质网增多,有髓神经纤维的髓鞘增厚;对照组螺旋神经节细胞核无变形,核仁基本居中,线粒体结构正常。免疫组织化学显示:顺铂组螺旋神经节有iNOS阳性反应显色,灰度值降低,iNOS活性升高,与对照组比较,有显著性差异(P<0.01)。结论:顺铂可致耳蜗螺旋神经节细胞损伤并呈iNOS阳性表达,导致听力下降。
","动物, 实验;螺旋神经节;顺铂;一氧化氮合酶
","动物;豚鼠
","路虹;杨逸;徐鸥;张迪;韩海霞;于丽萍
","石家庄河北医科大学第二医院耳鼻咽喉科 050000
","R-332;R322.85;R322.923;R979.19
","中国耳鼻咽喉头颈外科;2004.12.27;11(6):355-357
","1672-7002
","11-5175/R
","
","EA2
","
","河北省科技攻关计划资助项目
","河北
","4
","20050430
","AA
","中国耳鼻咽喉头颈外科
","2004.12.27
","11
","6
","355-357
"
"2005089505
","葛根素在治疗突发性耳聋中的作用
","
","目的:探讨葛根素治疗突发性耳聋的疗效及安全性。方法:49例患者随机分为治疗组和对照组,对照组用低分子右旋糖酐、尼莫地平、组胺衍生物、维生素、改善内耳代谢等治疗。治疗组在对照组的基础上加用葛根素注射液,14d为一疗程。观察两组临床症状及电测听改善情况,以及不良反应发生率。结果:两组均能有效改善听力下降、耳鸣、眩晕等表现,但对耳聋的治愈+显效率治疗组(20/29)比对照组(11/27)显著(P<0.05);对耳鸣的有效率治疗组(18/21)也较对照组(11/20)显著(P<0.05)。两组不良反应发生情况无明显差异。结论:葛根素注射液能作为突发性耳聋有效、安全的治疗药物。
","葛根素注射液;突发性耳聋
","人类
","李伟;徐朝焰;庄彦;林菊荣
","三明市第一医院 365000
","R284.1;R764.437.053.1
","海峡药学;2004.12.15;16(6):111-112
","1006-3765
","35-1173/R
","
","HG4
","
","
","福建
","4
","20050430
","AA
","海峡药学
","2004.12.15
","16
","6
","111-112
"
"2005088788
","安卡合并放射治疗鼻咽癌5年随访观察
","A Clinical Trial of Irisquinones in Combination with Radiation Therapy in Nasopharyngeal Carcinoma
","目的:马蔺子素(安卡胶囊)是从中草药马蔺子(Irisquinones)的种皮中所提取出来的一种醌类化合物,为观察安卡合并放射治疗鼻咽癌的增敏疗效进行本次观察。方法:1995年3月-1996年3月在广州中山医科大学附属肿瘤医院,将病理证实为鼻咽癌Ⅰ-Ⅳa期(92福州分期)的患者104例,随机分为单纯放疗组(简称单放组)52例和马蔺子素与放射联合治疗组(简称药放组)52例进行临床观察。采用Co60治疗机、能量为1.25MeV的γ射线连续照射,常规放疗。结果:5年生存随访结果提示:单放组5年生存率66%,药放组5年生存率67%,药放组生存率高于单放组,但是无统计学差异(P>0.05);同时还比较了两组患者在张口困难、听力下降、脑脊髓病等远期反应的发生率,无统计学差别。通过生存统计(Cox)模型,筛选出影响生存的主要因素是患者分期的早晚和是否出现放疗失败。结论:安卡配合放射治疗鼻咽癌能否提高远期疗效,仍需追踪观察和扩大病例、以及增加病种试验。
","安卡胶囊;鼻咽癌;乏氧细胞放射增敏剂;放射治疗;马蔺子素
","人类
","杨光伟;李群;高建明;李凤岩;毛志达
","珠海市中山大学附属第五医院放疗科 519000
","R282.710.7;R739.630.58;R916.4
","中国肿瘤临床;2004.11.15;31(21):1225-1228
","1000-8179
","12-1099/R
","
","Z46
","
","
","广东
","13
","20050430
","AA
","中国肿瘤临床
","2004.11.15
","31
","21
","1225-1228
"
"2005068343
","高压氧综合治疗突发性耳聋26例疗效分析
","
","目的:探讨高压氧(hyperbaric oxyen,HBO)对突发性耳聋的疗效以及年龄对疗效的影响。方法:将47例突发性耳聋患者分为HBO组26例和对照组21例,比较两组疗效;将HBO组26例再分为50岁以下和50岁以上两组,比较两组疗效。结果:HBO组总有效率、明显效果(痊愈和显效)率及平均听力提高显著高于对照组,HBO组中50岁以下总有效率、明显效果及平均听力提高显著高于50岁以上。结论:HBO综合药物是治疗突发性耳聋有效的方法,特别是对50岁以下的患者。
","高压氧;突发生耳聋
","老年人;老年人, 80以上;人类;中年人
","吴跃春
","532医院 245041
","R459.6;R764.437.05
","火箭兵医药;2004.09.15;14(3):26-28
","
","
","
","H50
","
","
","安徽
","4
","20050228
","AA
","火箭兵医药
","2004.09.15
","14
","3
","26-28
"
"2005062197
","高压氧早期治疗对爆震性耳聋患者听力恢复的影响
","Effects of earlier treatment of hyperbaric oxygen on the recruitment of hearing in patients with explosive deafness
","目的:采用高压氧早期辅助治疗40例(80耳)爆震性耳聋患者进行临床全过程观察,探讨早期应用高压氧辅助治疗对听力恢复的影响。方法:1996-02/2001-12临沂市人民医院耳鼻咽喉科收治耳爆震伤患者240例,纳入在耳爆震伤前无耳疾病史,听力正常者,排除有脑挫伤的患者。符合条件的患者80例,将80例(160耳)爆震性耳聋患者随机分为治疗组和对照组各40例(80耳),治疗组患者即刻采用扩张血管及营养神经药物为主,辅以高压氧治疗及对症治疗。对照组患者即刻采用以扩张血管及营养神经药物和辅以对症治疗。两组均进行2年的观察随访。结果:治疗组40例(80耳)患者,听力基本恢复正常,鼓膜穿孔修复良好,未发现有眩晕复发者。对照组恢复较差,留有中、重度耳聋。并有眩晕复发者。组间听力恢复正常者比较,χ2=22.457,P<0.01,差异具有非常显著性意义。结论:爆震性耳聋患者早期应用扩张血管及营养神经药物为主,辅以即刻高压氧疗法及对症治疗,效果良好,安全、方便。
","高压氧;康复;聋
","人类
","张兰荣;申作明
","临沂市人民医院耳鼻咽喉科 276003
","R459.6;R764.437.05
","中国临床康复;2004.12.15;8(35):7932-7933
","1671-5926
","21-1470/R
","
","X49
","
","
","山东
","5
","20050228
","AA
","中国临床康复
","2004.12.15
","8
","35
","7932-7933
"
"2005061988
","脉冲与脉冲稳态复合型强噪声对豚鼠听觉器官的影响
","Effects of Exposure to Impulse Noise and Impulse Noise Plus Highly Intensity Continuous Noise on Hearing Organs
","目的:研究不同强度脉冲噪声与脉冲稳态复合型高强噪声对豚鼠听觉器官的影响。方法:48只豚鼠随机分为对照组(C)、5次151dB(Ps,TB=20ms)脉冲组(P1)、9次151dB脉冲组(P2)、9次155dB脉冲组(P3)、9次155dB脉冲加110dB稳态噪声复合组(Com1)、5次155dB脉冲加118dB稳态噪声复合组(Com2),每组8只。检测噪声暴露前后中耳损伤、ABR听阈及1周后的毛细胞变化。结果:中耳无明显损伤;暴露后即刻、24h各暴露组均有明显的暂时性听力损失(P<0.01),1周后,复合噪声组听力仍未完全恢复(P<0.05);各暴露组的毛细胞均有不同程度缺损,并伴有基底膜变薄内陷。结论:脉冲噪声可引起豚鼠暂时性听力损失,并造成毛细胞部分缺损,复合高强度的稳态噪声时,可造成豚鼠永久性听力损失。
","耳蜗;脉冲噪声;毛细胞;听力损失;稳态噪声
","动物;豚鼠
","何延军;刘亚光;李道德;郑素贤;刘钢;牛聪敏
","航天医学工程研究所 100094
","R-332;R764.202;R852.24
","航天医学与医学工程;2004.12.15;17(6):411-415
","1002-0837
","11-2774/R
","
","HB1
","
","中国载人航天工程基金资助
","北京
","12
","20050228
","AA
","航天医学与医学工程
","2004.12.15
","17
","6
","411-415
"
"2005059417
","丙泊酚与异氟醚麻醉时听觉诱发电位指数的变化
","Effects of propofol and isoflurane on auditory evoked potential index during surgery
","目的:比较静脉麻醉药丙泊酚与吸入麻醉药异氟醚麻醉时听觉诱发电位指数(AEPI)的变化规律。方法:30例拟行全身麻醉下择期手术患者,无听力障碍和严重神经学疾患,非颅脑手术,静注咪唑安定0.08 mg/kg后,随机分为两组,每组15例,其中组Ⅰ静注丙泊酚靶控浓度2μg/mL;组Ⅱ吸入异氟醚使呼气末浓度(ET%)达1.5%。随后静注芬太尼(5μg/kg),维库溴铵0.15 mg/kg。观察整个诱导期及麻醉手术中AEPI的变化规律。结果:两组病人用药后AEPI进行性降低至30以下,所用时间分别为(6.2±2.5)、(15.2±1.9)min,组Ⅱ病人AEPI随吸入浓度增加而进行性降低。插管后AEPI有上升趋势,但仍能维持AEPI于30以下;组Ⅰ病人麻醉期间AEPI不稳定(短暂升高达40以上)的发生率(40%)较组Ⅱ病人(13%)高(P<0.01);术后访视所有病人无术中知晓。结论:丙泊酚、异氟醚均可降低AEPI,丙泊酚麻醉期AEPI有较高的波动率,但与术后知晓无关。
","丙泊酚;监测;全身麻醉;听觉诱发电位指数;异氟醚
","人类
","陈杰;何振洲;王祥瑞;杭燕南;孙大金
","上海第二医科大学仁济医院麻醉科 200127
","R338.3;R764.04;R971.1;R971.2;R971.3
","上海第二医科大学学报;2004.11.25;24(11):949-951
","0258-5898
","31-1259/R
","
","S15
","
","
","上海
","8
","20050228
","AA
","上海第二医科大学学报
","2004.11.25
","24
","11
","949-951
"
"2005052153
","中西药联合滴耳治疗中耳炎所致鼓膜大穿孔的临床观察
","Clinical Observation on Treatment of Chronic Suppurative Otitis Media Caused Large Tympanic Membranes Perforation by Ear-dropping with Combined Chinese and Western Drugs
","目的:观察中西药联合滴耳治疗中耳炎所致鼓膜大穿孔的疗效。方法:64例患者随机分为2组,治疗组用自制的中西药联合滴耳治疗,对照组用安慰剂滴耳,同时观察两组患者的临床疗效及不良反应情况。结果:治疗组32例,鼓膜愈合15例,愈合的鼓膜其中有11例形态、厚度正常,3例疤痕愈合,1例菲薄愈合;鼓膜愈合后听力均有所提高。对照组无1例鼓膜愈合。结论:中西药联合滴耳疗效好、方法简便、价廉,无需手术治疗。
","鼓膜大穿孔;中耳炎;中西药联合滴耳
","人类
","李克勇;赵宁军;祝江才;万夷
","上海交通大学附属第一人民医院耳鼻咽喉头颈外科 200080
","R764.210.58;R764.290.58
","中国中西医结合杂志;2004.11.20;24(11):989-991
","1003-5370
","11-2787/R
","
","Z91
","
","上海市卫生局中医药基金
","上海
","4
","20050228
","AA
","中国中西医结合杂志
","2004.11.20
","24
","11
","989-991
"
"2005048752
","婴儿听性脑干反应与胎儿期低水平铅暴露的相关分析
","Relation between auditory brainstem response and low-level lead exposure during period of fetus in infants
","背景:虽然许多研究提出了听脑干反应在检查新生儿和婴幼儿听觉通路及判断脑干功能中具有重要价值。但孕期低水平铅暴露与婴儿是否有听脑干反应的结果异常的关系尚缺乏足够的证据。目的:通过听脑干反应检查观察孕期低水平铅暴露对婴儿期听力发育的影响。设计:随机、双盲对照研究。单位:南京医科大学第二附属医院儿童保健研究中心,耳鼻喉科。对象:1999-04/12在南京医科大学第二附属医院产科住院分娩的237名产妇及所生240婴儿,除外高危妊娠。根据产母自愿的原则,纳入215例产母、婴儿出生后在儿童保健研究中心随访检查,配对资料完整的54例6月龄婴儿。方法:检查6月龄婴儿的听性脑干反应(auditory brainstem response,ARB),检测母产时血铅、脐血铅及婴儿血铅水平,进行两者间相关分析。主要观察指标:(1)脐血铅水平与母产时血铅水平相关性。(2)婴儿ABR的各波潜伏期及左、右耳潜伏期比较。(3)ABR的各波间期及左、右耳波间期比较。结果:6月龄婴儿左耳ABRⅠ,Ⅲ,Ⅴ波潜伏期[(1.97±0.49),(5.22±0.51),(6.05±0.54)ms]明显长于右耳[(1.85±0.53),(5.09±0.60),(5.91±0.47)ms](t=3.07,2.68,2.56,P<0.05-0.01);脐血铅水平与右耳的Ⅰ,Ⅲ,Ⅴ波潜伏期明显相关(r=0.624,0.592,0.602,P<0.05)。结论:胎儿期低水平的铅暴露可能对婴儿期的听觉神经发育产生不良影响;右耳较左耳对铅的伤害可能更为敏感。
","脑干;铅/血液;听觉;诱发电位;职业暴露
","成年人;女(雌)性;人类;妊娠;婴儿;婴儿, 新生
","秦锐;周鸣;鲍红琴;梁沂
","南京市南京医科大学第二附属医院儿童保健研究中心 210011
","R338.3;R339.2;R995
","中国临床康复;2004.12.25;8(36):8411-8413
","1671-5926
","21-1470/R
","
","X49
","英
","江苏省科委社会发展基金资助项目
","江苏
","10
","20050228
","AA
","中国临床康复
","2004.12.25
","8
","36
","8411-8413
"
"2005021098
","脑神经生长素防护顺铂致耳蜗螺旋神经节损伤的研究
","PROTECTIVE EFFECTS OF CNG ON THE DAMAGE OF SPIRAL GANGLION CELLS IN COCHLEA BY CISPLATIN
","目的:探讨脑神经生长素(cerebral nerve growth factor,CNG)作为防护药物拮抗顺铂致耳蜗螺旋神经节毒性作用。方法:选24只豚鼠,随机分为3组,每组8只。顺铂组连续5d腹腔注射顺铂2mg/(kg·d);CNG组在给予顺铂前2d开始大腿内侧肌肉注射CNG2mg/(kg·d);正常对照组连续5d腹腔注射生理盐水2mg/(kg·d);用药前后测试听性脑干反应(auditory brainstem response,ABR)阈值,处死动物制作耳蜗标本,应用透射电镜观察并用免疫组化法测定诱导型一氧化氮合酶(induced nitricoxide synthase,iNOS)的表达。结果:顺铂组动物ABR听阈值显著升高,透射电镜下见螺旋神经节细胞的细胞器损伤严重,iNOS阳性染色,呈棕黄色。CNG组动物ABR阈值略有升高,但较顺铂组为低(P<0.01)。螺旋神经节细胞的细胞器损伤较轻,iNOS显色浅,呈浅黄色。结论:CNG可减少耳蜗iNOS表达,保护耳蜗螺旋神经节,从而保护听力。
","耳蜗;神经节/损伤;神经生长因子;顺铂
","动物;豚鼠
","徐鸥;杨逸;路虹;薛丽华;郑春芳
","石家庄河北医科大学第二医院耳鼻咽喉科 050000
","R-332;R322.85;R322.852;R392.12;R979.19
","河北医科大学学报;2004.11.15;25(6):345-347
","1007-3205
","13-1209/R
","
","H05a;H05b
","
","河北省科技攻关计划项目
","河北
","8
","20050130
","AA
","河北医科大学学报
","2004.11.15
","25
","6
","345-347
"
"2005008982
","脑血康治疗突发性聋的疗效及其与血液流变学的相关性研究
","Clinical study on the therapeutic effects of naoxuekang on sudden deafness and its association with the abnormal changes in hemorrheology
","目的:探讨脑血康治疗突发性聋的疗效及其对血液流变学的影响。方法:61例突发性聋患者随机分两组。治疗组34例(34耳),口服脑血康,静脉滴注低分子右旋糖酐加654-2;对照组27例(29耳),静脉滴注低分子右旋糖酐加654-2。比较治疗前后听力及血液流变学变化。结果:治疗组治愈率50.0%,有效率88.2%;对照组治愈率31.0%,有效率55.0%。两者间比较差异有显著性意义(P<0.05、P<0.01)。治疗前两组均有血液流变学异常(P>0.05),治疗后治疗组改善情况显著优于对照组(P<0.01-0.05)。结论:脑血康可通过血液流变学的影响而对突发性聋发挥疗效。
","脑血康;突发性聋;血液流变学
","人类
","李瑞玉;范中旗;冯群轩
","广宗县中医院 054600
","R287;R331.13;R764.437.053.1
","中国中西医结合耳鼻咽喉科杂志;2004.10.18;12(5):238-240
","1007-4856
","34-1159/R
","
","ZE2
","
","
","河北
","9
","20050130
","AA
","中国中西医结合耳鼻咽喉科杂志
","2004.10.18
","12
","5
","238-240
"
"2004129618
","噪声刺激后豚鼠耳蜗抗氧化能力的变化和α-硫辛酸对声损伤的保护作用
","Changes in antioxidant capacity of the guinea pig exposed to noise and the protective effect of (alpha)-lipoic acid against acoustic trauma
","实验探讨了声刺激后豚鼠血清总抗氧化能力(total antioxidant capacity,TAC)和耳蜗组织一氧化氮(nitric oxide,NO)含量的变化及α-硫辛酸的抗氧化和对声损伤的保护作用。将豚鼠(350-400 g)随机分为无噪声对照组(n=20)、噪声+生理盐水组(n=20)和噪声+α-硫辛酸组(n=20)。噪声刺激(4-kHz倍频程,115 dB SPL 5 h)结束后立即测试脑干诱发电位(auditory brainstem responses, ABRs),取血清测TAC,制备耳蜗组织匀浆测NO的水平。所得结果如下:(1)无噪声对照组,动物听阈无明显变化;噪声刺激后生理盐水组,听阈上升的幅度明显高于α-硫辛酸组(P<0.05)。(2)噪声+生理盐水组,TAC明显低于无噪声对照组(P<0.05);噪声+α-硫辛酸组同噪声+生理盐水组相比,TAC明显升高(P<0.05),同无噪声对照组相比,无显著性差异(P>0.05)。(3)噪声+生理盐水组,NO含量高于无噪声对照组(P<0.05);噪声+α-硫辛酸组同噪声+生理盐水组相比,NO含量明显减少(P<0.05),同无噪声对照组相比,差异无显著性(P>0.05)。上述结果提示,噪声刺激后血清TAC降低,耳蜗组织内NO含量增加;α-硫辛酸可通过抗氧化机制对噪声性听力损伤(noise inducedhearing loss,NIHL)发挥保护作用。
","α-硫辛酸;耳蜗;一氧化氮;噪声性听力损伤;总抗氧化能力
","动物;男(雄)性;豚鼠
","刁明芳;刘海瑛;张琰敏;高文元
","第二军医大学生理教研室 200433
","R-332;R135.8;R322.923;R349.21;R91;R977.22;R977.3
","生理学报;2003.12.25;55(6):672-676
","0371-0874
","31-1352/Q
","
","S27
","
","This work was supported by the National Natural Science Foundation ofChina
","上海
","16
","20040730
","AA
","生理学报
","2003.12.25
","55
","6
","672-676
"
"2004129420
","中医药治疗久聋临床观察
","Clinical Study Of Sensorineural Hearing Loss Treatment With Traditional Chinese Medicine And Herb
","目的:探索治疗久聋的有效方法。方法:随机设立治疗组及对照组,治疗组按中医辨证结论给予相应治疗,包括中药、针灸及静脉点滴川芎嗪。对照组单纯给予川芎嗪静点。观察两组疗效差异及听力损失程度、病程、年龄、辨证分型与疗效之间的关系。结果:治疗组疗效显著优于对照组,总有效率达67%;对听力损失较轻,病程较短及年龄较轻者疗效显著;对中医辨证分型各类患者疗效均在70%上下,经统计学处理,辨证分型与疗效间无相关性。结论:按中医辨证治疗久聋疗效有显著的临床意义。
","辩证施治;久聋;中医药
","人类
","谯凤英;赵铭辉;沈金城;朱慧娴
","天津中医学院第一附属医院 300193
","R764.430.5;R764.430.531
","美国中华国际医学杂志;2004.02.25;2(1):57-60
","1543-1460
","4199-118/R
","
","M13
","
","
","天津
","5
","20040730
","AA
","美国中华国际医学杂志
","2004.02.25
","2
","1
","57-60
"
"2004128760
","三种治疗方法与多种相关因素对突发性耳聋疗效及预后的影响
","Curative effect of three different therapies and multiple related factors in treatment of sudden deafness and on patient's prognosis
","目的:探讨不同因素及不同治疗方法对突发性耳聋(突聋)患者疗效及预后的影响。方法:对70例(74耳)采用东菱克栓酶等药物并加高压氧(Ⅰ组);46例(50耳)采用东菱克栓酶等药物(Ⅱ组);30例(30耳)采用复方丹参等药物(Ⅲ组),作疗效比较。同时根据患者患病年龄、天数、就诊时听力损失情况、是否合并眩晕、高压氧治疗疗程等进行分组分析。结果:Ⅰ组有效率(83.78%),Ⅱ组(54%),Ⅲ组(43.33%),疗效有显著性差异(χ2=6.522,P<0.05)。Ⅱ组与Ⅲ组疗效比较无显著性差异(χ2=1.247,P>0.05)。结论:(1)采用东菱克栓酶等药物加高压氧治疗突发性耳聋,可作为较佳方案选择。(2)突聋治疗越早越好。(3)突聋的预后与多种因素有关。
","安克洛酶;高压氧;聋, 突发性
","人类
","许雄伟;吴瑞珊;洪育明;蔡英英
","泉州市福建医科大学附属第二医院耳鼻咽喉科 362000
","R459.6;R764.437.05;R973.2;R977.3
","中国临床康复;2003.10.15;7(25):3490-3491
","1671-5926
","21-1470/R
","
","X49
","
","
","福建
","9
","20040430
","AA
","中国临床康复
","2003.10.15
","7
","25
","3490-3491
"
"2004122159
","丹参合剂配合中药治疗内耳眩晕病疗效观察
","
","目的:观察丹参合剂配合中药治疗内耳眩晕病的疗效。方法:选择内耳眩晕病患者98例,随机分成两组,治疗组50例,对照组48例,两组基础治疗相同,治疗组加用中药、分型辨证施治。治疗组和对照组均治疗2周。结果:治疗组总有效率为92%,对照组总有效率为66.6%。两组相比总有效率有显著差异。结论:丹参合剂配合中药治疗内耳眩晕病,对缓解临床症状,延长发作间歇,降低听力损害确有稳定可靠的疗效。
","丹参合剂;临床观察;内耳眩晕病;中药
","人类
","李英顺;孙雪梅;郭涛
","哈尔滨工业大学医院 150001
","R282.710.7;R764.340.531
","中医药学报;2003.10.20;31(5):54
","1002-2392
","23-1193/R
","
","Z97
","
","
","黑龙江
","0
","20040430
","AA
","中医药学报
","2003.10.20
","31
","5
","54
"
"2004121726
","针刺为主治疗梅尼埃病36例疗效观察
","
","目的:探讨针刺治疗梅尼埃病的临床疗效。方法:梅尼埃病68例,随机分为2组,试验组36例与对照组32例均采用相同的药物治疗,试验组同时配合针刺治疗,穴取百会、风府、风池、翳风、听宫、太冲、太溪、丰隆。10d为1个疗程,共治疗3个疗程。结果:治疗后2组眩晕及听力分级评定的疗效比较,经卡方检验,P<0.01或0.05,2组差别有统计学意义。结论:西药配合针刺治疗梅尼埃病疗效优于单纯使用常规西药治疗。
","梅尼埃病;西药;针刺疗法
","人类
","朱海霞
","河西区中医医院 300201
","R764.340.5
","安徽中医临床杂志;2003.12.01;15(6):491-492
","1005-7331
","34-1132/R
","
","ZY8
","
","
","天津
","1
","20040430
","AA
","安徽中医临床杂志
","2003.12.01
","15
","6
","491-492
"
"2004092309
","星状神经节阻滞联合直线偏光近红外线照射治疗突发性耳聋的疗效观察
","Therapeutic effect of stellate ganglion block combined with super-lizer irradiation on sudden deafness
","目的:观察在传统方法治疗的基础上,使用星状神经节阻滞(SGB)联合直线偏光近红外线治疗仪(S-L)照射治疗突发性耳聋的效果。方法:选择我院耳鼻喉科确诊的突发性耳聋患者84例,均为单耳发病,每例在治疗前后进行纯音测听,按照听力损失程度配对随机分为两组:对照组42例,采用传统方法治疗;观察组42例,除接受传统方法治疗外,患侧每3天接受一次SGB,间歇期每日进行S-L照射,12d为一疗程。疗效标准以中华耳鼻咽喉科学会制定的《突发性聋诊断依据和疗效分级》标准判定。结果:两组病人治疗前平均听阈相近,治疗后的平均听阈均有明显改善。观察组听阈下降更为显著,总有效率明显高于对照组(P<0.05)。结论:在传统方法治疗的基础上再联合应用SGB和S-L照射,可提高突发性耳聋的治疗效果。
","近红外线;突发性耳聋;星状神经节阻滞
","人类
","刘贵明;丁学琴;许国忠;王俊科
","沈阳市中国医科大学附属第一医院麻醉科 110001
","R322.85;R454.2;R614.4;R764.437.05
","临床麻醉学杂志;2003.10.25;19(10):597-599
","1004-5805
","32-1211/R
","
","LA4
","
","
","辽宁
","6
","20040430
","AA
","临床麻醉学杂志
","2003.10.25
","19
","10
","597-599
"
"2004079686
","来比林对抗庆大霉素耳毒性的实验
","Lysisin aspirin protects against gentamicin ototoxicity
","目的:观察来比林对抗庆大霉素耳毒性的作用。方法:将豚鼠随机分为庆大霉素(gentamicin,GM)组、来比林组(lysisinaspirin,LAP)、GM+LAP组及对照组,采用听性脑干反应(ABR)、耳蜗铺片及透射电镜技术、观察用药前后听阈及耳蜗毛细胞形态学改变,并检测血清尿素氮、肌苷以及庆大霉素血药浓度。结果:GM组8 kHz ABR4 wk平均阈移达50 dB,GM+LAP组平均阈移为30 dB,差异显著(P<0.05)。形态学改变与听力变化一致。GM+LAP组血液中丙二醛较GM组明显减少(P<0.05)。GM+LAP组超氧化物歧化酶活性明显高于GM组(P<0.05)。LAP对庆大霉素血药浓度没有影响。结论:LAP能有效减轻GM的耳毒性作用,水杨酸盐连接有其他基团并不影响拮抗耳毒性的作用。并且更加安全,有效,方便临床使用。
","来比林;庆大霉素/毒性;药物相互作用
","动物;豚鼠
","郭淑云;孙晓莉;黄维国;刘顺利
","西安第四军医大学基础部化学教研室 710033
","R-332;R322.923;R971.1;R973;R977.4;R978.12
","第四军医大学学报;2003.10.15;24(19):1805-1808
","1000-2790
","61-1060/R
","
","D08
","
","
","陕西
","8
","20040430
","AA
","第四军医大学学报
","2003.10.15
","24
","19
","1805-1808
"
"2004058673
","地塞米松对庆大霉素和丁胺卡那霉素所致豚鼠耳毒性的保护作用
","Protective effects of dexamethasone against ototoxicity in guinea pigs
","目的:观察地塞米松能否拮抗庆大霉素和丁胺卡那霉素所致的耳毒性。方法:取听力正常的豚鼠50只,雌雄各半,随机分为5组:庆大霉素组;丁胺卡那霉素组;庆大霉素+地塞米松组;丁胺卡那霉素+地塞米松组和生理盐水对照组。用药2 wk后饲养1 wk,检查中耳粘膜反应、眼震抑制率及耳蜗的形态学变化。结果:庆大霉素+地塞米松组与庆大霉素组比较;丁胺卡那霉素+地塞米松组与丁胺卡那霉素组相比有显著性差异。结论:地塞米松对庆大霉素与丁胺卡那霉素所造成的耳毒性有明显的保护作用。
","地塞米松;丁胺卡那霉素;耳毒性;庆大霉素;豚鼠
","动物;男(雄)性;女(雌)性;豚鼠
","朱新波;金晓冬;董缪武;林丹
","温州医学院药理教研室 325027
","R-332;R764.01;R916.4;R977.11;R978.12;R986
","中国临床药理学与治疗学;2003.12.26;8(6):659-661
","1009-2501
","34-1206/R
","
","ZO7
","
","浙江省温州市科技局基金资助项目
","浙江
","7
","20040430
","AA
","中国临床药理学与治疗学
","2003.12.26
","8
","6
","659-661
"
